gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,TechSupport,MultipleLines,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,1,,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,19.65,19.65,No
Male,0,Yes,No,3,DSL,No,Yes,No phone service,No,Month-to-month,Yes,Electronic check,29.9,92.25,No
Male,0,No,Yes,29,DSL,Yes,Yes,No phone service,No,Month-to-month,Yes,Mailed check,45.0,1242.45,No
Female,0,No,No,11,DSL,Yes,No,No,No,Month-to-month,No,Credit card (automatic),48.55,501.0,Yes
Male,0,No,Yes,25,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.8,460.2,No
Female,0,Yes,Yes,55,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.1,4600.95,No
Female,0,No,No,13,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,886.7,No
Female,0,Yes,No,14,Fiber optic,Yes,Yes,No,Yes,One year,No,Mailed check,105.95,1348.9,Yes
Female,0,Yes,No,20,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.1,1879.25,No
Male,1,Yes,No,4,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,74.95,308.7,Yes
Male,0,No,No,15,DSL,No,Yes,No phone service,No,Month-to-month,Yes,Electronic check,29.7,438.25,Yes
Male,0,Yes,No,72,No,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),25.85,1872.2,No
Female,0,No,No,18,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.85,1776.95,Yes
Male,0,No,No,35,No,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,20.2,684.4,No
Female,0,Yes,Yes,53,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,20.9,1146.05,No
Male,1,No,No,6,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.7,497.6,No
Female,0,Yes,No,9,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.75,865.8,Yes
Male,0,Yes,Yes,30,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.55,2570.2,No
Male,0,No,No,2,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.0,32.7,No
Male,0,Yes,Yes,58,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.85,5305.05,No
Female,0,Yes,No,48,DSL,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),60.6,2985.25,No
Female,1,No,No,3,DSL,No,No,No phone service,No,Month-to-month,No,Electronic check,25.3,77.75,Yes
Female,0,Yes,Yes,45,DSL,No,Yes,No,No,One year,Yes,Credit card (automatic),54.15,2319.8,Yes
Female,0,No,Yes,34,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3688.6,No
Male,0,No,Yes,12,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,Yes
Female,0,Yes,Yes,3,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.7,239.45,No
Male,0,No,No,3,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.85,244.45,No
Female,0,Yes,No,4,DSL,Yes,No,No phone service,No,Month-to-month,Yes,Electronic check,29.05,129.6,No
Female,0,Yes,Yes,6,DSL,Yes,No,No,No,Month-to-month,No,Credit card (automatic),55.9,365.35,Yes
Male,0,No,No,62,DSL,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.4,4981.15,No
Male,0,No,Yes,30,DSL,No,No,No phone service,Yes,Month-to-month,Yes,Electronic check,44.5,1307.8,No
Male,0,Yes,Yes,5,DSL,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),64.4,316.9,No
Male,0,Yes,Yes,48,DSL,No,No,No,No,One year,Yes,Credit card (automatic),55.8,2651.2,No
Male,0,No,No,10,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.75,503.25,No
Male,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,,Yes
Male,0,No,No,3,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,19.1,53.05,No
Female,0,No,Yes,48,DSL,No,No,No phone service,No,Month-to-month,No,Credit card (automatic),45.55,2108.35,No
Male,0,No,No,49,No,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),19.9,1022.6,No
Female,1,No,No,13,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.0,1127.2,Yes
Male,0,Yes,Yes,9,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.6,897.75,No
Male,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.5,20.5,Yes
Male,0,No,Yes,1,DSL,No,No,No phone service,No,Month-to-month,No,Mailed check,24.2,24.2,No
Male,1,No,No,16,DSL,No,No,No phone service,Yes,Month-to-month,Yes,Mailed check,39.0,679.85,Yes
Female,0,No,No,8,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.45,554.45,No
Female,0,Yes,Yes,72,DSL,Yes,Yes,No,No,Two year,Yes,Electronic check,74.35,5237.4,No
Male,0,No,Yes,31,DSL,No,No,No phone service,No,Month-to-month,No,Credit card (automatic),25.0,789.2,No
Female,0,Yes,Yes,20,DSL,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),76.0,1588.75,No
Male,0,Yes,No,36,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.6,3366.05,No
Female,1,Yes,No,50,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.05,4367.35,Yes
Female,0,No,No,13,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,1011.8,No
Female,1,No,No,3,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.05,256.25,Yes
Female,1,Yes,No,1,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.45,74.45,Yes
Female,0,No,No,4,DSL,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,60.4,272.15,Yes
Male,0,No,No,41,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.2,3645.75,No
Female,0, no,No,1,DSL,No,No,No,No,Month-to-month,No,Electronic check,49.95,49.95,No
Female,0,No,No,39,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,20.15,826.0,No
Female,1,No,No,6,,No,No,No phone service,Yes,Month-to-month,Yes,Electronic check,44.4,263.05,No
Male,1,No,No,1,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.75,75.75,Yes
Male,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,Yes
Male,0,Yes,Yes,47,DSL,Yes,Yes,No phone service,No,One year,No,Electronic check,40.3,1794.8,No
Male,0,No,No,4,DSL,No,Yes,No phone service,No,Month-to-month,No,Electronic check,30.5,118.4,No
Male,0,No,No,28,Fiber optic,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,No
Female,0,No,No,43,Fiber optic,No,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,Yes
